category_id,thread_id,title,question,author,posted_at
3,191,Need help trying to display section of a page on button click in javascript,"Yo guys I'm having trouble with clicking a button and having certain sections to get displayed, all my sections are displayed by default, but when I click on a button and error occurs which says this.dataset is undefined please help",NK_dacoder,2024-09-24 10:07:19+00:00
3,192,Hi i am having trouble trying to implement data from one api to another,Im just started working with api's and i am having trouble getting data from the first api fetch and implementing that to another api fetch like so the same concept or any other way dynamically. If anyone can give advice and maybe take a look at the code would appreciate it. (https://codepen.io/Saint00/pen/eYwXbGR) Also with the event listener not sure why it wont work with the that specific approach .title and works with the approach of #results in my JS?,Saint,2024-09-26 17:59:39+00:00
3,196,Video Player,"I'm working on making a quiz web application which takes youtube videos and embeds MCQ questions in them at certain timestamps, similar to coursera. I need to know how to go about making such an application. I'm thinking of vidstack but the documentation is not very clear. Is the Youtube embed API good enough for such a task?",ConstantLynx,2024-09-23 06:26:53+00:00
3,197,Element implicitly has 'any' type because expression of type 'string' can't be used to index type ',"i have a products object{  books: [];  computerPerpherials: [];  dataStorage: [];  electronics: {    cameras: [];    headphones: [];    security_surveillance: [];    vehicleElectronics: [];  };  menFashion: {    accessories: [];    clothing: [];    shoes: [];    watches: [];  };  videoGames: [];  womenFashion: {    accessories: [];    clothing: [];    handbags: [];    shoes:[];  };}the products are divided into categories and subCategories for example videoGames is a category and womenFashion/accessories is a subCategory i am accessing the different properties dynamicallyconst selectedProducts[category][subCategory]the category , subCategory are provided to the selectedProducts object from extractCategories const { mainCategory, subCategory } = extractCategories(category); however when i try to access the product this way i get this message  Element implicitly has an 'any' type because expression of type 'string' can't be used to index type productSlice  btw the return type of mainCategory, subCategory is string, any , productSlice interface :interface productSlice {  books: [];  computerPerpherials: [];  dataStorage: [];  electronics: {    cameras: ProductProps[];    headphones: [];    security_surveillance: [];    vehicleElectronics: [];  };  menFashion: {    accessories: [];    clothing: [];    shoes: [];    watches: [];  };  videoGames: [];  womenFashion: {    accessories: ProductProps[];    clothing: [];    handbags: [];    shoes: [];  };}(modifi)",johnny the fifth,2024-09-07 15:45:26+00:00
3,201,JavaScript Palindrome Checker Project: What am I Doing Wrong?,"Hi all. I'm working on the palindrome checker project, and I've completed the steps for the HTML, like having an input field and a button. Now I'm working on the JavaScript, and I feel like I have something that should work, but it doesn't. The result paragraph just stays saying result no matter what I do, and my tests fail. Can someone help me figure out what I'm doing wrong? This is what I have for my JavaScript code:const textInput = document.getElementById(""text-input"");const checkBtn = document.getElementById(""check-btn"");const textInputValue = textInput.value;const result = document.getElementById(""result"");function isPalindrome(textInputValue) {    let j = textInputValue.length - 1;    for (let i = 0; i < textInputValue.length / 2; i++) {        return textInputValue[i] != textInputValue[j] ? false : true;        j--    }}checkBtn.addEventListener(""click"", (textInputValue) => {    if (isPalindrome(textInputValue)) {        result.innerText = `${textInputValue} is a palindrome`;} else if (!isPalindrome(textInputValue)) {    result.innerText = `${textInputValue} is not a palindrome`;} else if (textInputValue == """") {    alert(""Please input a value"");}});",Lanie,2024-09-19 16:33:50+00:00
3,204,OOP Curiccullum Project - Cash Register Application,Congrats~! You are now level 1!!!Don't want these messages anymore? You can turn them off in your /user-settings,CamperChan,2024-09-09 03:06:47+00:00
3,208,MMC,What is this about? Do you have a question?,plamoni,2024-09-07 18:28:45+00:00
3,209,Need help with Nextjs Stripe Supabase,"Guys anybody help me with making my sass with NextJS, Stripe and Supabase. Been stuck for days!!!I implemented the payment webhook,but there is some problem while storing the subscription user data supabase.Would really really appreciate if anybody helps!",neo,2024-09-04 04:07:39+00:00
3,360,React execution application,Im trying to create a web application that allows users to write react code and execute it in the browser kinda like codesandbox but i need to know how to execute the code in the server and return the result,Hacker4world,2024-06-02 20:04:45+00:00
3,214,Review Algorithmic thinking by by building a dice game step 7,"https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/review-algorithmic-thinking-by-building-a-dice-game/step-7const getHighestDuplicates = (arr) => {  arr.forEach(num => num === num);}rollDiceBtn.addEventListener(""click"", () => {  if (rolls === 3) {    alert(""You have made three rolls this round. Please select a score."");  } else {    rolls++;    rollDice();    updateStats();      }});I don't understand how to find duplicates",Rain,2024-08-06 18:11:06+00:00
3,218,Array.from inquiry,"How does this code from MDN produce a sequence of numbers? (that start from 0 and increment by 1 each time?)Array.from({ length: 5 }, (v, i) => i);// [0, 1, 2, 3, 4]I know that the function (v, i) => i is being applied to each value in the array, but I can't figure out how it is incrementing. Is the i actually the index? (that's the only explanation I have) (modifi)",hana,2024-08-30 16:22:43+00:00
3,219,Help with FlipCard effect,"Hi friends! After completing the Cat Photo Gallery, I tried recreating one myself, as I wanted to have a gallery of ATLA characters. To take it further, I want the photos to have a flip card effect, and by following the steps here: https://jefferson-cuartas.medium.com/how-to-create-a-flip-card-effect-using-javascript-767dd945210c, I still wasn't successful. I don't know much about JS yet and knows the very very basics, so can someone tell me what I did wrong here? I'm still really new so I know there may be a lot, but some guidance would be very much appreciated. Here's my CodePen: https://codepen.io/revup37/pen/WNqKzxO",RevelUp,2024-08-29 05:26:22+00:00
3,223,Pokemon Search App,"https://codepen.io/frosttbyyte/pen/gONKOJzSo I'm working on the Pokemon Search App and I'm having issues meeting the following requirementsWhen the #search-input element contains the value Pikachu and the #search-button element is clicked, you should add an img element with the id of ""sprite"" and the src set to the Pokmon's front_default sprite to the page.,When the #search-input element contains the value 94 and the #search-button element is clicked, you should add an img element with the id of ""sprite"" and the src set to the Pokmon's front_default sprite to the page.,I'm not sure why these tests are failing with my code. The correct sprite shows up on the screen when I enter a Pokemon and click the search button. I'm also getting the following error in my console.[Error: TypeError: Cannot read properties of undefined (reading 'endsWith')][Error: TypeError: Cannot read properties of undefined (reading 'endsWith')]",Frosttbyte,2024-08-25 19:48:21+00:00
3,226,i need help on a radio requests linked with discord api and youtube api,I need help in radio requests with python that i. Take the request form and make it in python code and run that request to search for a music on YouTube not locally,yousef ahmed,2024-08-24 04:18:39+00:00
3,230,Postgresql is reading date a day before today,"This is data I am sending in req api{  ""habit_id"": 16,  ""user_id"": 123,  ""log_date"": ""2024-10-10"",  ""is_completed"": true}And I am getting this in response  {    ""habit_id"": 16,    ""user_id"": 123,    ""log_date"": ""2024-10-09T13:00:00.000Z"",    ""is_completed"": true}log_date is ""2024-10-09"" it is supposed to be ""2024-10-10""Node.jsconst logHabit = async (req, res) => {  const { habit_id, user_id, log_date, is_completed } = req.body;   const parsedDate = new Date(log_date);  if (isNaN(parsedDate.getTime())) {    return res.status(400).json({ error: ""Invalid date format"" });  }  const formattedDate = parsedDate.toISOString().split(""T"")[0];  try {     const query = `INSERT INTO habitLogs (habit_id, user_id, log_date, is_completed)    VALUES ($1, $2, $3, $4)    RETURNING habit_id, user_id, log_date::date AS log_date, is_completed    `;    const values = [habit_id, user_id, formattedDate, is_completed];    const result = await pool.query(query, values);    res.status(201).json(result.rows[0]);  } catch (error) {    console.error(""Error logging habit:"", error);    res.status(500).json({ error: ""Error occurred in logging the habit"" });  }};",akg,2024-08-21 10:09:49+00:00
3,231,Review Algorithmic Thinking by Building a Dice Game - Step 7,"https://forum.freecodecamp.org/t/review-algorithmic-thinking-by-building-a-dice-game-step-7/707261?u=ihmusarevalo02im not sure what is wrong, my code works but it doesnt let me pass, I tried cumulative score to work, but still doesnt pass",Oyasumhi,2024-08-21 04:40:38+00:00
3,235,how to fix images adjusting after loading,i am running into a problem where the images adjust their size after the page loads i don't know what is causing this to happen any help ?,johnny the fifth,2024-08-21 06:07:23+00:00
3,236,"How arent empty string and whitespace string providing true when compared, but both equal to false?","~ nodeWelcome to Node.js v22.5.1.Type "".help"" for more information.> "" "" == """"false> "" "" == falsetrue> """" == falsetrue",brr,2024-08-10 02:26:31+00:00
3,240,Game platforms integratiom,"Hello everyone ,I need to integrate EA sports, Activision, steam and epic games in website build using sveltekit and pocketbase. Basically i want oAuth that user can link their accounts. And we want to show their game list frok each platfrom their username stuff like this. Pocketbase auth providers don't provide these games platforms directly. Anyone can tell me how to do this?Where to begins?And which platforms doesn't provide this stuff linking profile.Like Activision account profile to website",Muhammad Zeeshan,2024-08-19 18:10:48+00:00
3,241,not able to view Response object in console,https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-fetch-and-promises-by-building-an-fcc-authors-page/step-4Trying to follow the step's instructions but not able to view the Response object in my console after I changed the code as requested to :fetch('https://cdn.freecodecamp.org/curriculum/news-author-page/authors.json').then((res) => res.json())please see the attached screenshot showing my console.,hana,2024-08-13 23:33:41+00:00
3,245,66. Plus One,"// You are given a large integer represented as an integer array digits, where each digits[i] is the ith digit of the integer. The digits are ordered from most significant to least significant in left-to-right order. The large integer does not contain any leading 0's.// Increment the large integer by one and return the resulting array of digits.// Example 1:// Input: digits = [1,2,3]// Output: [1,2,4]// Explanation: The array represents the integer 123.// Incrementing by one gives 123 + 1 = 124.// Thus, the result should be [1,2,4].// Example 2:// Input: digits = [4,3,2,1]// Output: [4,3,2,2]// Explanation: The array represents the integer 4321.// Incrementing by one gives 4321 + 1 = 4322.// Thus, the result should be [4,3,2,2].// Example 3:// Input: digits = [9]// Output: [1,0]// Explanation: The array represents the integer 9.// Incrementing by one gives 9 + 1 = 10.// Thus, the result should be [1,0].The Image is My Solution the problem in the last test the expected output is [6,1,4,5,3,9,0,1,9,5,1,8,6,7,0,5,5,4,4] but the output was [6,1,4,5,3,9,0,1,9,5,1,8,6,7,0,5,0,0,0]",ᗩᒪᓰ_,2024-08-12 03:26:27+00:00
3,361,Object/variable name instances?,"I have a question, so as you can see in javascript algorithms and data structures V8, in the ""learn basic javascript by building a role playing game"" lesson, step 65 it mentions that ( location[""button text""] is an array with three elements ). but that doesnt appear to be declared anywhere in the script, am i missing something?",Hadi H.,2024-06-02 20:11:37+00:00
3,246,applying migrations...Error: getaddrinfo ENOTFOUND postgres,"Hi Guys , I am using nextjs app router with drizzle with postgres and its working fine in development mode but when i am running it with docker compose up --build its giving me this error[] applying migrations...Error: getaddrinfo ENOTFOUND postgres1.013     at /app/node_modules/pg-pool/index.js:45:111.013     at process.processTicksAndRejections (node:internal/process/task_queues:95:5)1.013     at PgDialect.migrate (/app/node_modules/src/pg-core/dialect.ts:72:3)1.013     at migrate (/app/node_modules/src/node-postgres/migrator.ts:10:2) {1.013   errno: -3008,1.013   code: 'ENOTFOUND',1.013   syscall: 'getaddrinfo',1.013   hostname: 'postgres'1.013 }the whole code can be found in this repo https://github.com/AyushiitrFreedom/bountpirac",Ayush Goyal,2024-08-12 07:52:45+00:00
3,250,does the interviewer (technical interviewer) or dev responsible for hiring review your projects code,"I am refactoring an old project it's an ecommerce project i didn't have the option to view the product in a seprate page so i wanted to add that option , I have my products stored in an Array in firebase now that i understand firebase more i learned that i can't use it's querying capabilities to filter my results instead of having to loop over the whole Array to get the item i want it's a total of 226 items i know that if i add more products it will effect performance later there is two choices either i restructure my database again which will be a pain the ass for me or i can just work with the current structure the question is given that option 1 this is not the best approach i am worried that if an employer or developer sees that implementation that would discourage them from hiring me plus does the developer who hires you even bother to look at your code",johnny the fifth,2024-08-12 02:42:51+00:00
3,251,Hover item and click,"Hello, I hope to be in the right place for this question.I am looking to know how to do a hover and click similarly to what can be seen in the Ikea web page. I am a beginner in web development and wanting to mimic/clone that feature to then add it to personal and work projects. Open to tips and recommendations. Thank you!",Kay-Lee Bai,2024-08-09 16:38:37+00:00
3,255,The image url is not creating,"Hey @Queen, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",CamperChan,2024-08-08 00:02:22+00:00
3,256,Use model.findOne() to Return a Single Matching Document from Your Database,Congrats~! You are now level 1!!!Don't want these messages anymore? You can turn them off in your /user-settings,CamperChan,2024-08-07 17:21:33+00:00
3,260,which approach is better in regards to better code,"i have a signUp function that need the useDispatch redux hook I have defined this function in a useRegister() hook which is then used in register page the signUp function is called internally in my useRegister hook, the question is since i need my useDispatch hook , along with other functions in the signUp() (setLoadingState ,setModalToggle) these funtions set the state of my App do i keep the sign up function defined in useRegister() hook or do i define it in another file functions.ts file and pass the useDispatch , setLoading ,setModalToggle which approach is better and cleaner (modifi)",johnny the fifth,2024-08-07 11:29:47+00:00
3,261,Review Algorithmic thinking by by building a dice game step 5,"Everything works yet my code doesn't pass:currentRoundRolls.innerText++;  if (currentRoundRolls.innerText > 1) {currentRound.innerText++;  } else {    return;  }}rollDiceBtn.addEventListener(""click"", () => {  if (rolls === 3) {    alert(""You have made three rolls this round. Please select a score."");",Rain,2024-08-03 17:01:27+00:00
3,265,Need Help with Scrolling Issue in React Chat Interface,"Hi everyone! I'm working on a React project where I'm creating a chat interface similar to WhatsApp. However, I'm experiencing an issue with the scrolling effectit gets distorted as I scroll down the chat list. Has anyone encountered this before or have any advice on how to fix it? Any help would be greatly appreciated!Github repo - https://github.com/devasyarajguru/Legal-Justice-NIH-Hackathon-",devasya,2024-08-01 10:50:19+00:00
3,266,"redirection not working from root path ""/"" (react-router v6)","Hey @johnny the fifth, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",CamperChan,2024-08-03 09:03:28+00:00
3,270,"Need help with ""Review algorithmic thinking by building a dice game step 3""","rollDiceBtn.addEventListener(""click"", () => {  function getRandomIntInclusive(min, max) {  const minCeiled = Math.ceil(min);  const maxFloored = Math.floor(max);  return Math.floor(Math.random() * (maxFloored - minCeiled + 1) + minCeiled); }diceValuesArr.length = 0;for (let i = 0; i < 5; i++) {diceValuesArr.push(getRandomIntInclusive(1, 6));//console.log(diceValuesArr);//listOfAllDice.push(diceValuesArr);listOfAllDice.innerText = diceValuesArr;};})I don't have any ideas ....",Rain,2024-07-31 16:12:26+00:00
3,271,Cash Register Project User Story 5,"Link to my project so farhttps://codepen.io/frosttbyyte/pen/abgJNmRNot sure why but I cannot enter the else if block in my purchaseBtn event listener when I input a value equal to the price value set in the code, despite the if block working as expected.",Frosttbyte,2024-07-31 19:41:44+00:00
3,275,"Need help with ""review algorithmic thinking by building a dice game step 2""","rulesBtn.addEventListener(""click"", () => {  if (isModalShowing = true) {    rulesContainer.style.display = ""block"";    rulesBtn.innerText = ""Hide rules"";  } else {    rulesContainer.style.display = ""none"";    rulesBtn.innerText = ""Show rules"";  }}) I can't hide rules when clicked for the second time. I don't know what I'm doing wrong. My current best idea is to have if statement. But besides that, I've nothing.",Rain,2024-07-28 16:19:31+00:00
3,276,DocumentDb or mongodb for my webapp pulishing?,"Hi guys , Ive been working on a path lab management system, and Im currently deciding between Amazon DocumentDB and MongoDB Atlas for my database needs. As the system is expected to serve around 200 users and falls into the medium-scale category,which one would be cost effective for long run. Im sry if i sound stupid but ive never publish a webapp before so,Id greatly appreciate your response.",Kai,2024-07-31 13:25:34+00:00
3,280,redirect function not working in react router,"i am trying to redirect my user to the home page if they are logged in if they are not they will be redirected the loginPage but the redirection is not working and the page keeps loading i am using loader const router = createBrowserRouter([ { path: ""/"", loader: ({ request }) => { console.log(request) const user = { usern: ""ahmed"" } onAuthStateChanged(Auth, (user) => { if (user) { console.log(user) return redirect(""/home"") } else { console.log(""no user"") return redirect(""/LoginPage"") } }) return null }, errorElement: <RouteError />, children: [ { index: true, path: ""LoginPage"", errorElement: <RouteError />, element: <Provider store={store}> <AuthProvider> <LoginPage /> </AuthProvider> </Provider>, }, { path: ""RegistrationPage"", errorElement: <div>oops something went wrong</div>, element: <Provider store={store}> <RegistrationPage /> </Provider> }, { path: ""home"", element: <Provider store={store}> <AuthProvider> <App /> </AuthProvider> </Provider>, children: [ { index: true, element: <HomePage /> } , { index: true, path: ""SelectedCategory"", element: <SelectedCategory /> } ] }, ] }])",johnny the fifth,2024-07-30 06:21:19+00:00
3,281,"Issue Tutorial in Youtube""Full Stack Web Development for Beginners...."", Http request won't work","I'm following the Free Code Camp tutorial, Full Stack Web Development for Beginners (Full Course on HTML, CSS, JavaScript, Node.js, MongoDB), i'm ubnable to get past timestamp https://youtu.be/nu_pCVPKzTk?list=PLzkFZhwAQTsFBJMSGYyOGHq6smF3Ryr6t&t=24432, this is due to the fact that once i send the Http request trought the consolel it will just wait and throw an error to the console, the the shell will just be waiting there.*This is the request: ""curl -X POST https://edd59abb-c07b-4700-b3f1-b428e3af3142-00-186nbw7ddc06e.picard.replit.dev/api/v1/reviews/new -H ""Content-Type: application/json"" -d '{""movieId"":12, ""user"": ""Johnny"", ""review"": ""Bad movie , it could certainly be better""}"",*This is the error :Unable to get review: BSONTypeError: Argument passed in must be a string of 12 bytes or a string of 24 hex characters or an integer.*This is my replit code: https://replit.com/@andresmrojasm/ReviewBackendThe request were just working fine before but at some point i don't know what might have happened to my code, this started when i started testing the GET requests:""curl -X GET https://edd59abb-c07b-4700-b3f1-b428e3af3142-00-186nbw7ddc06e.picard.replit.dev/api/v1/reviews/movie/12'""If someone could share their insight it would be much appreciated, thank you in advance,",andresrojas9666,2024-07-22 17:01:53+00:00
3,285,preventing form refresh,In the js beta curriculum here: https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-advanced-array-methods-by-building-a-statistics-calculator/step-18We are told to add a return statement to the html file. How does adding this return statement prevent the form from refreshing?,hana,2024-07-28 10:11:47+00:00
3,289,HELP me I am lost. (Career Advice),"Hey everyone,I'm 24 years old and recently graduated with a bachelor's degree in IT from a public university in Pakistan. Unfortunately, the education system here didn't provide much practical learning. Professors rarely attended lectures, and most of the time, we were given PDFs of questions to memorize for exams. I didn't take my studies seriously either and ended up copying my final year project from GitHub. After graduating, I felt like I wasted four precious years of my life and was quite depressed.Determined to turn things around, I started my web development journey. After wasting a few months binge-watching YouTube videos, I discovered FreeCodeCamp, which has been incredibly helpful. I've learned a lot by doing projects and am about to finish the JavaScript Algorithms and Data Structures course.Now, I have some questions and would love your advice:When should I start applying for jobs during this learning journey?,I'm considering doing a master's in computer science since my parents can support me financially. Will this degree help me?,After finishing the JS Algorithms and Data Structures course, should I move on to Full Stack Open, The Odin Project, or other FreeCodeCamp courses?,I want to do CS50 and CS50W. When should I fit these into my learning plan?,Do you have any other suggestions for someone in my position?,One thing I'd like to ask is about a suggestion from my friend, who is working as a freelancer and making a good amount of money through Webflow. He advised me to prioritize learning Webflow to start earning money quickly, instead of following long roadmaps like FreeCodeCamp, Full Stack Open, and The Odin Project. Seeing my friend making a lot of money with Webflow sometimes makes me feel that I might be going in the wrong direction. Is my plan okay? Do you have any advice about my plan?Thanks again for your help!",Akhlaq Mehar,2024-07-26 07:52:36+00:00
3,290,Event handling for encapsulated socket.io server,"I am creating a node.js webapp with socket.io. I encapsulated my socket server and namespaces to a single module that I call socketManager.js because I heard that this is generally good practice. This module handles everything sockets for my backend like initialization and exports of series of functions to provide limited access to socket functionality. This works great when I want the server to emit an event in particular. However, I have found that while dealing with events originate in socketManager (client event emissions) I cannot access other files or invoke their functionality. I cannot import custom modules into socketManger as most of them import socketManger - and doing so would result in dependency errors. Is there a way to accomplish this, or am I taking the wrong approach?An example of a case I am struggling with is a check-in process I am trying to implement with sockets. The gist of it is a user checks-in, which emits an event to the server, which the socket server receives. It then needs to pass the user data onto a check-in handling function, the only problem is, it's in a different module. The event handler should look like this:'''socket.on('checkIn', socket=>{ //check in handling logic, including data available in another file});'''I've also attached a screenshot of socketManager.js because this won't let me upload the code.",thekzg,2024-07-17 18:29:36+00:00
3,294,Need help with regex,"My regex doesn't wanna match paren around area code : ^[1]{0,1}[\s]?[(0-9)]{3}[-\s]?[\d]{3}[-\s]?[\d]{4}$",Rain,2024-07-25 17:33:43+00:00
3,295,Gradebook App step 4,Congrats~! You are now level 2!!!Don't want these messages anymore? You can turn them off in your /user-settings,CamperChan,2024-07-26 18:08:53+00:00
3,299,Best way to move all files from,"I want to reorganise my routes, but when I've manually moved folders like this, the auto import feature in VSCode messes up all my files and I have to revert. Is there a better way to do this?",TyeCodes,2024-07-24 20:04:39+00:00
3,300,code works on vs code but is failing on FCC (build a palindrome checker)potential bug or am i wrong?,"Hey @oppblockjoe, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",CamperChan,2024-07-22 15:38:04+00:00
3,304,which method is better for authentication,"i am building an app using mysql , next js , nodejs-express , socket io i am currently in the phase of authentication and registering users in my database with all of their info (email,username,password etc..) the question is do i just encrypt users password in my database when they register into my App or do i use an authentication solution , the registeration data will be sent to the express server where the insertion process will take place in my database when the user sign in i am planning to use jwt with cookies probably or do i use an authentication solution this is my first time building a fullstack app .",johnny the fifth,2024-07-19 17:25:50+00:00
3,305,"Same code, Different Output between VSCode and freeCodeCamp","Hello, I'd appreciate any help with my JS Code, I am currently creating the Roman Numeral Converter.I created it locally and when put up against the tests required for the code to pass, it outputs everything as intended and expected.When the same code is put into freeCodeCamp however, the outputs are different while the inputs are the same. (If I knew how to host these so they would be easier to look at, I would, if anyone has any advise in regards to this I'd appreciate it.)The test giving me issues is when trying to pass -1 as the input.https://pastebin.com/QBQuybfR",Zak,2024-07-19 13:04:41+00:00
3,484,Help with the PR,"Hello everyone, I've recently submitted a Pull Request. While I can see all the changes reflecting correctly in my local project, the maintenance team is having trouble finding the committed changes. I could use some help with this. PR link: https://github.com/freeCodeCamp/freeCodeCamp/pull/53786Thank you.",Aaqib Javaid,2024-03-12 12:49:04+00:00
3,309,is return necessary in step 3 of spam filter project?,"The solution code for step 3 seems to require a return statement in the callback function but is it necessary for this checkMessageButton handler?https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-regular-expressions-by-building-a-spam-filter/step-3const messageInput = document.getElementById(""message-input"");const result = document.getElementById(""result"");const checkMessageButton = document.getElementById(""check-message-btn"");checkMessageButton.addEventListener(""click"", () => {  if (messageInput.value === """") {    alert(""Please enter a message."");    return;  }});",hana,2024-07-17 20:15:24+00:00
3,312,Palindrome Checker JS help,"Hi I am having an issue where my JS code is running as soon as the page has loaded in, resulting in an alert message for the user. I'd appreciate if someone can explain to me why it's doing that without the event listener being activated/clicked on. :const checkBtn = document.getElementById(""check-btn"")const input = document.getElementById(""text-input"");const results=document.getElementById(""result"");inputValue = input.value.trim()checkBtn.addEventListener(""click"", inputValue === '' ? alert(""Please input a value""):console.log(""value detected""));function checkPalindrome(inputValue){  return console.log(""input is: "" +inputValue)}HTML of the app:<body>  <div class=""container"">    <div class=""space""></div>    <h1>freeCodeCamp</h1>    <h2>Is it a Palindrome?</h2>    <div class=""checker"">      <h3>Enter a word to see if it's a Palindrome:</h3>      <div class=""input"">      <input id=""text-input"" placeholder=""Input word""></input>      <button id=""check-btn"">Check</button>      </div>      <span id=""result"">Span Answer</span>    </div>    <div class=""definition"">    <p><span></span> A <i>palindrome</i> is a word or sentence that's spelled the same way both forward and backward, ignoring punctuation, case, and spacing.</p>    </div>  </div><script src=""script.js""></script></body>",Zak,2024-07-13 10:23:44+00:00
3,316,custom event handlers for socket.io,"Hey @thekzg, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",CamperChan,2024-07-17 06:11:51+00:00
3,317,Javascript course- Music Player step 24,It appears the course may have recently changed as the forum for the above are reflecting an entirely different step than what I have. It's asking to use the '.join()' method and frankly I can not find one piece of reference to this in searching for help. So I turn to the venerable Discord!,Average_Joe,2024-04-15 03:39:32+00:00
3,321,My code is printing the right results but I keep getting an error your code doesn't pass,https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/review-js-fundamentals-by-building-a-gradebook-app/step-2,Charlieeee,2024-07-11 00:47:00+00:00
3,322,How do I find the event objects in the browser console,I'm at step 7 of the 'building a decimal to binary converter project' and I'm unable to find the referenced 'event objects' https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-recursion-by-building-a-decimal-to-binary-converter/step-7Can someone give me more directions (I can't see anything change when I type into the input but maybe I'm in the wrong tab),hana,2024-07-10 23:44:53+00:00
3,326,localStorage.removeItem logs a null?,In the Todo app https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-localstorage-by-building-a-todo-app/step-59It is mentioned that a 'null' can be seen in the console area. But I'm not sure how that null got there?,hana,2024-07-10 16:29:10+00:00
3,327,why is onclick suddenly being used in the Todo app (step 41),"In the Todo app (js beta) project, we are suddenly asked mid-project to use the onclick property to trigger code but we've been using addEventListener almost exclusively for the whole project. I had to read the step a few times to try to ascertain if I was missing a nuance which was only available for us with onclick. I did notice at the start of this project that the two buttons edit and delete didn't have unique ids, and maybe they don't have unique ids because they were meant to illustrate onclick method of triggering code but I'm just confused by the timing of the intro to this here. Is there something else I'm missing about this (any feature of using onclick for eg that addEventListener doesn't provide maybe?)Link to the step: https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-localstorage-by-building-a-todo-app/step-41Also a little disconcerting was that the code being triggered doesn't exist yet at step 41 (so took me aback a bit because of the wording used: ""To enable editing and deleting for each task, add an onclick attribute to both buttons."" I couldn't place the connection other than that these functions must be something that we are to write in the future still) (modifi)",hana,2024-07-09 23:39:30+00:00
3,331,Gradebook app,"How to approach solving this project? I understand what needs to be done and syntax behind it, but I cant puzzle it all together https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/review-js-fundamentals-by-building-a-gradebook-app/step-1 (modifi)",shone,2024-07-05 15:52:08+00:00
3,335,Learn functional programming by building a spreadsheet - step 102 (confused),"Hi, I have been working through ""Learn Functional Programming by Building a Spreadsheet"" within the JavaScript Algorithms and Data Structures (beta) course, but stuck on step 102. I don't understand the question/requirement for this stage, which reads:""Create a random property. This property should use the first two numbers from an array to generate a random whole number. The range for this number starts at the smaller positive number (inclusive) among the first two numbers and ends just before the sum of these two numbers. Use the Math.floor() and Math.random() methods for the calculation.""Specifically, what is meant by ""...the range for this number starts at the smaller positive number (inclusive) among the first two numbers and ends just before the sum of these two numbers...""? Is this wanting me to create an array that starts at the smallest number, and contains items incrementing by 1 up until the largest number-1, then take a random integer from that array? TIA for any clarification, much appreciated.",Matt 👨🏼💻,2024-07-04 06:25:45+00:00
3,336,"Do i use server components , actions over express JS for my App","i am building a chat app that will use socket io , mySQL database , next js , jwt for authentication as well , i was planning to use express js for the backend for my websocket server logic i was following the next js 14 tutorial they used server actions to submit form data for the new users and the rest of the App to their hosted postgre sql database is there any disadvantages for using server action and components for handling database logic over express js endpoints before i read the docs i was gonna handle both jwt , database logic with express js in the backend i saw this new react feature and i am a bit confused on which way to go and is it gonna work if i take the server actions components path ?",johnny the fifth,2024-07-01 11:16:22+00:00
3,492,Need help with security.,"Hey there! I am working on coding an ecommerce website for my business.Please excuse my code, it may not be the cleanest or the nicest to read. I am relatively new to the ""security"" side of php and coding, so I would like to get some opinions.I have followed a few ""best practices"" with my code.Here is my github repo for the project I am working on:https://github.com/Vipe2249/myrepository",Vipe,2024-03-11 09:18:29+00:00
3,340,Portfolio Help,"Hi everyone,I've been working on my photography portfolio for some time now, but progress has been slow since I sometimes leave it for months and forget where I left off. I'm relatively new to HTML and CSS and have self-taught myself along the way, often relying YouTube videos and recycling code sometimes. A lot of stuff is broken and vie had problems trying to port it to mobile to make it look nice. As of right now most of my dropdowns are broken and my code is messy. A lot of the stuff in the navbar is not usuable right now. My navbar has given me a lot of struggles as well. Ive tried centering the information countless times and can never seem to get it to work. Mobile porting is a complete mess but it has kinda the desired look as i dont want it to look the same as it does on the desktop variant. Could anyone take a look at my portfolio and offer suggestions on how to improve it? Any feedback on design, layout, or code would be greatly appreciated! Thank you! https://tylevophotos.com/index.html",Tylevo,2024-06-10 20:15:11+00:00
3,341,Review the usage of React Hook in the file,"I am using useEffect hook here to simulate the simulation after specific interval, but I don't have idea if its a good practice or not, currently the useEffect is running after every render and matrix change but I want something that it just remember that it has run after this interval instead of running every time .File - https://pastecord.com/edulusucip.jssourceCode - https://github.com/Tribhuwan-Joshi/game-of-life",Mr. Limbo,2024-06-25 15:59:09+00:00
