thread_id,title,question,category
219.0,Help with FlipCard effect,"Hi friends! After completing the Cat Photo Gallery, I tried recreating one myself, as I wanted to have a gallery of ATLA characters. To take it further, I want the photos to have a flip card effect, and by following the steps here: https://jefferson-cuartas.medium.com/how-to-create-a-flip-card-effect-using-javascript-767dd945210c, I still wasn't successful. I don't know much about JS yet and knows the very very basics, so can someone tell me what I did wrong here? I'm still really new so I know there may be a lot, but some guidance would be very much appreciated. Here's my CodePen: https://codepen.io/revup37/pen/WNqKzxO",General Discussion
218.0,Array.from inquiry,"How does this code from MDN produce a sequence of numbers? (that start from 0 and increment by 1 each time?)Array.from({ length: 5 }, (v, i) => i);// [0, 1, 2, 3, 4]I know that the function (v, i) => i is being applied to each value in the array, but I can't figure out how it is incrementing. Is the i actually the index? (that's the only explanation I have) (modifi)",General Discussion
100.0,Build A Recipe Page,I need help on 20!https://www.freecodecamp.org/learn/full-stack-developer/lab-recipe-page/build-a-recipe-page,General Discussion
75.0,Tribute Page Certificate Project Issue,"I encountered a problem with the image width in the tribute project. Initially, I set the image max-width to 80% and ran the test, but as you can see, it didn't meet the criteria in question 17. After changing the max-width to 100%, question 17 passed, but question 19 failed instead. In conclusion, setting the max-width to 80% causes question 17 to fail, while setting it to 100% causes question 19 to fail. Please (modifi)",Bug Help
553.0,What is boolean logic and truthy and falsey,"I m trying to understand my concept, so e.g.let a = undefinedlet b = false a || b ? '': 'console.log('hey)'vslet a = truelet b = false a || b ? '': 'console.log('hey)'how we do type coerin is it?@plamoni moving it here coz I can find my topic dissued consolidated here more easily",Bug Help
140.0,Checked Attributes error,I'm trying to use the checked attribute on the fee code site after completing the code its saying im doing something wrong . I can not see the problem currently .,Bug Help
916.0,Is it worth reading a book published almost a decade ago?,"Hello, I'm really enjoying the approach taken by this book, however it was published in 2014. So should I keep on reading it in spite of that, or should I consider going for a more up-to-date book?",Learning Question
48.0,Pyrogram: Showing OTP expired even when entered in time,"Hey @MM, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",General Discussion
62.0,Help with docker-compose configuration,What is the error you are getting ?It seems like you have correctly mount the db to this path db:/app/dbBut inside the container its not able to find the mounted path.Can you try to edit this line - DATABASE_URL=sqlite:///db/tarefas.dbAnd run again,Bug Help
516.0,"I am trying to create a checkout with PHP, Javascript, HTML","I am trying to create a checkout. I have tried all day to try make $cartTotal = the javascript variable testing. I have tried using ajax, but I cannot figure it out.Please help.",General Discussion
583.0,new here.,"i just arrived but I didn't understand anything, what I'm going to do, where I start,where are the courses or resources, ...?slack invite links also don't work.Does 100daysofcodes mean 100days of lessons and exercises?a person like me who only knows html and css can really learn other languages and coding better here?",Resource Request
5.0,Changing careers,"Hello! My name is Simon I'm a web developer but I've been working as an email developer for 3 years (turning 4 this years)I had to accept the email developer full time role job because we were in 2021 and I'm from venezuela so it's either take that job or die. At the beginning of my job I saw people come and go as programmers because they either get fired (they couldn't keep up with the client) or they moved to a different kind of IT field.This week my company told us we should save money due to a possible chain effect from our US clients and to save money, that made me think a lot about the possibility to move from email developing to something more juicy and that pays better.Before I became an email developer in 2021 I was doing web developing as freelancer, among any other web coding feature like wordpress, etc. But it never paid that well.So, Simon why did you stay with the company where you're working now as an email developer? To be frank, they pay really well, I highlighted among my coworkers, I was always early and always there (don't take me wrong I never worked past 8 or 9 hours, only when it's needed and that's been only a few times not that many)... So keep in mind, the salary.I used to work with laravel and wordpress (back in 2020) but I feel so out of game now since I haven't developed a website bymyself from scratch in a long time.What can I do or can I learn to boost my career?",Career Advice
1076.0,Requests help,"Hey everyone. I'm new to CRUD apps and am having trouble with a JSON server database. I have a server with a JSON object in it that has this structure.{  students: [    student_1: {      id: 1,      info: ""name""    },    student_2: {      id: 2,      info: ""name""    }  ],  courses: [    course_1: {      id: 1,      description: ""description""    },    course_2: {      id: 2,      description: ""description""    }  ]}I am using the AXIOS library to send requests to the server. My base URL is http://localhost:3001/students to fetch the list of students. Also to create or delete student objects. My question is, how do I empty the students list?I've tried axios.delete('http://localhost:3001/students') but that pops a 404 error not found. I can send a request to delete a specific student like this axios.delete('http://localhost:3001/students/1') and that works. But I'm not sure how to delete them all at once. Part 2 of the question is, suppose I used a forEach loop to delete them all one at a time, how do I write a promise chain for the loop? Any help is greatly appreciated. Cheers.",Bug Help
714.0,typedefs and resolvers help,"I've got a mongoose schema articles and another category schema, the articles schema reference the category schema, meaning articles are grouped based on categories. in my graphql typedefs i have a category object type with fields like categoryName and category ID and I have articles object type with fields like title, author and so on, that being said I do not have a relationship between categories and articles object type in type defs, only in the mongoose schema, in my query resolvers I want to get all articles within a single category and here is my code for thatconst resolvers = {    Query: {        articles: async(parent, { categoryName }) => {            try {                const categoryArticles = await Articles.find({ categoryName });                await Articles.populate(categoryArticles, 'author');                const categoryArticlesList = categoryArticles.map((article) => ({                    title: article.title,                    author: article.author.user,                    publicationDate: article.publicationDate,                    isFact: article.isFact,                    isOpinion: article.isOpinion,                }));                return categoryArticles;            } catch (err) {                throw new Error('Failed to fetch articles.');            }        },    },};I'm having a hard time wrapping my head around the logic when I do Articles.Find it is going in the articles model to find all articles based on the argument passed categoryName, but in the Articles schema there is no categoryName field, there is a field named category but there is a field named categoryName in my type defs, so my question being shou,d I chnage the argument passed here",Bug Help
252.0,virtualenvwrapper.sh file is not made when installing virtualenvwrapper in raspberry pi,"So I need to make a virtual environment in my raspberry pi but when I download virtualenvwrapper the virtualenvwrapper.sh file is not made. Can someone help me? In the photo you can see the way I install virtualenvwrapper, for a reason I can't use pip, although I've installed it. If you need more information please ask. I also try to add the required text in ~/.bashrc but because the virtualenvwrapper.sh file doesn't exist nothing functions. I would really appreciate the help since I've been 5 hours trying to solve this.",General Discussion
451.0,"No routes matched location ""/smartSchoolApp/"" history.ts:501:4","I have posted a question on stackoverflow, here is the link https://stackoverflow.com/questions/78312446/no-routes-matched-location-componentapp?noredirect=1#comment138062879_78312446I want to authenticate users and redirects them based on their role",Resource Request
591.0,Styling a Nav,"For a reason I can't divine nothing I try applies any styling to my navbar. I've tried targeting the element in different ways (element, class and id), targeting a different part (say li instead of ul) and nothing I do makes it so much as budge. I'm flabbergasted. The previous project was half about the navbar too, and for the life of me I can't figure out what's different. Below is a link to the repo that contains my current draft, in the Product Landing Page folder. https://github.com/MojoBoingo/mojos-project-portfolio/tree/master/Product%20Landing%20PageCurrently I'm trying to use flexbox to lay out the nav as a row instead of a column. (modifi)",Career Advice
312.0,Palindrome Checker JS help,"Hi I am having an issue where my JS code is running as soon as the page has loaded in, resulting in an alert message for the user. I'd appreciate if someone can explain to me why it's doing that without the event listener being activated/clicked on. :const checkBtn = document.getElementById(""check-btn"")const input = document.getElementById(""text-input"");const results=document.getElementById(""result"");inputValue = input.value.trim()checkBtn.addEventListener(""click"", inputValue === '' ? alert(""Please input a value""):console.log(""value detected""));function checkPalindrome(inputValue){  return console.log(""input is: "" +inputValue)}HTML of the app:<body>  <div class=""container"">    <div class=""space""></div>    <h1>freeCodeCamp</h1>    <h2>Is it a Palindrome?</h2>    <div class=""checker"">      <h3>Enter a word to see if it's a Palindrome:</h3>      <div class=""input"">      <input id=""text-input"" placeholder=""Input word""></input>      <button id=""check-btn"">Check</button>      </div>      <span id=""result"">Span Answer</span>    </div>    <div class=""definition"">    <p><span></span> A <i>palindrome</i> is a word or sentence that's spelled the same way both forward and backward, ignoring punctuation, case, and spacing.</p>    </div>  </div><script src=""script.js""></script></body>",Bug Help
158.0,Lear CSs Grid by Building a Magazine,"I am not sure what is going on, I think the check code is just being fickle .",Learning Question
173.0,Struggling with Web Dev,"Hey everyone, I'm in a Web Dev class right now, but I'm having a hard time. We mainly use JS, Axios, MongoDB, Express, HTML, and CSS. If anyone has resources to be able to understand it better (ex. an online course), please direct me to there. I could really use the material. Thanks.",Resource Request
213.0,Any help with understanding variable scope and reference errors would be appreciated!,"https://gist.github.com/AlexEveryGuy/45b23412759338c7558de6166eacc5acSo, I'm working on this gradebook project and my last function is giving me ""ReferenceError: score is not defined"" in the console.I have a feeling the issue has something to do with variable scope but I cannot for the life of me figure out what is wrong with this code. I want to utilize my previous functions to determine whether a grade is passing or not, and another function to determine the class average. With those complete, I'm now tasked with created a message with information on whether a student passed or not. Any assistance with troubleshooting this would be greatly appreciated!",Bug Help
381.0,centering div element,"Hi everyone, am trying to remake the rothoko painting, but struggeling to find the error in this code or what's missing...in the original freecodecamp painting code, the first, second and third div's are centered inside the background div.why is it not the case with this code?thanks.",Bug Help
266.0,Getting an error on step 4 of,"So I had my wife (a full stack sitecore dev) try and help with this simple problem and we both are stumped. In ""Learn CSS Variables by Building a City Skyline"" step four says to ""Step 4Within the head, nest a meta element with a charset of UTF-8, a title element with a title of City Skyline, and a link element that links your styles.css file."" I have done this so many times and this time it is not working. I consulted some videos to see if there is something I am missing but it all looks correct. It seems to be pointing to line 9 as the place I am having the error. Is this a bug? What am I missing? My code <head> <meta charset=""UTF-8""> <title>City Skyline</title> <link rel=""stylesheet"" href=""styles.css""></head>The feedback I get after I submit my answer: Sorry, your code does not pass. Keep trying.You should have one void link element.,(modifi)",Bug Help
518.0,"Hi ,my #nodejs project running in localhost is only showing index.html and not showing my styles","It is only showing index.html and not showing my styles that are in css folder, images in images folder, etc",General Discussion
29.0,List item first and last not working as expected,"Following is my code github code and live site, the issue I am having is that I only want first and last li to have border-radius and everything in between should not have border-radius the following is my codeul li.items:not(:first-child){    margin:0 15px;    border-radius: 0;}ul li.items:last-child{    margin:15px 15px 0;    border-top-left-radius: 0;    border-top-right-radius: 0;}https://vanila-js-to-do-app.netlify.app/how to runadd a item in the input field, hit enter,the entered item will now be in a list,Repeating the same processhttps://github.com/mahassan/todo-app@ilenia (they/them) this is the problem.",Bug Help
546.0,Underline under input button text,yoi made a casual button in css and there is an underline under the text in the button. How do I remove it?,General Discussion
547.0,laravel and sql filter methode,SlmI have made this page that filter suppliers by category and customer But there is no derict relation between supplier and customer and category i have taken it from the thier reltion with products So when i tried to make the filter it does not do the filter Any body knows how to do this filterCode in laravel,Learning Question
704.0,Argent help with Node SMTP server (Haraka),"Hello.I need help with Haraka setup and smtp server in general. I'm currently working on a project that heavily relies on sending out email(s). I have a nextjs trpc and looking to setup an stmp project (outside nextjs but without services like Amazon SES and sendGrid). I came across Haraka and i'm so confused.If you have any resources aside Haraka's documentation, Please point me there,the packages are failing to installed when every i run npm or pnpm install on the cloned repository,GPT suggested using a docker Image, i pulled and it runs. Now i'm so confused how to work with it (i have backend project setup with nodemailer installed & I'VE NEVER USED DOCKER).,Are their any other alternatives for sending bulk emails (aside using services like Amazon SES) ?,Please i need suggestions and assistance in everyway possible,Thank you",Learning Question
611.0,Download PDF,"Hi guys, how to enable download pdf functionality when clicking on a link?Tried this:1) <a href=""example.pdf"" class=""btn btn-primary"" download>Download PDF</a>However the download attribute is not supported by all browsers. So, the link will simply behave like a regular hyperlink and the PDF will be opened in the browser window. How to automatically get it downloaded and prompt user to take action on where to save it.2)<a href=""example.pdf"" class=""btn btn-primary"" download onclick=""downloadFile(event)"">Download PDF</a><script>function downloadFile(event) { // Check if the download attribute is supported if (typeof event.target.download === 'undefined') { // If not, use a JavaScript fallback to force the file to download event.preventDefault(); // Prevent the link from opening in the browser window.location = event.target.href; }}</script>The downloadFile function checks if the download attribute is supported by the browser. If it's not supported, it prevents the link from opening in the browser and instead forces the file to download using window.location.However this fallback does not work in all situations and has some limitations.",Learning Question
522.0,Will completing the Responsive Web Design enough to do Freelancing?,Assuming you completely understand all concepts and practiced enough times.,General Discussion
108.0,Error in Review JavaScript Fundamentals by Building a Gradebook App: Step 4 | freeCodeCamp.org,PLEASE some help with this simple Javascript function. Is not passing the review code but I think is ok because the output is showing the correct result. In what part does my code might be wrong? THANKS,Bug Help
226.0,Learn Python List Comprehension by Building a Case Converter Program - step 8,"In this project, I am currently trying to use the .join() string method to convert the list of characters into a string. After many failed attempts, I decided to get help quick. For the 8th step here is what it says:""By the end of the loop, snake_cased_char_list should contain all the converted characters in correct order. Use the .join() string method to convert the list of characters into a string.''.join(snake_cased_char_list)This joins the characters from the list to the empty string on which you called the .join() method. Save the result in a variable named snake_cased_string on the same level as the snake_cased_char_list variable.""Here is the code that I wrote on line 9 in the project:""snake_cased_string_list = ''.join(snake_cased_char_list)""Any help would be great. Thank you.",General Discussion
126.0,palindrome certification,"const checkButton = document.getElementById(""check-btn"");const textInput = document.getElementById(""text-input"");const result = document.getElementById(""result"")const palindromeArray = [];const isInvalidInput = () => {  if(textInput.value === """"){     alert(""Please input a value"");     return true  } return false}function checkInput(){  if (!isInvalidInput()) { const  collectText = textInput.valueconst regex = /[^a-zA-Z0-9]/g;palindromeArray.push(collectText)console.log(""Input is valid:"", textInput.value);  }else{    console.log(""Input is invalid"")  }} checkButton.addEventListener(""click"",checkInput) const palindromeCheck = (str) => {palindromeArray;};please any idea how i can maipulate the string to read backwords (modifi)",General Discussion
182.0,Survey Form Project- Errors,I am getting errors for what I can tell is there?,Bug Help
184.0,djangorestframework-simpleJWT returning the same access token,"Hello, everybody! I'm working with Django at server side and React at client side.i'm using djangorestframework for API, and djangorestframework-simpleJWT on server side.this is how i set things up in the settings.py:INSTALLED_APPS = [    ...    'rest_framework_simplejwt.token_blacklist',    ...]SIMPLE_JWT = {    ""ACCESS_TOKEN_LIFETIME"": timedelta(minutes=1),    ""REFRESH_TOKEN_LIFETIME"": timedelta(days=90),    ""ROTATE_REFRESH_TOKENS"": True,    ""BLACKLIST_AFTER_ROTATION"": True,}but access token is never rotates (i can't get new token. only after couple of minutes).but i need the new token every time. why? because i'm decoding this token to get seconds from in it. the same jwt token is means the same seconds inside, and i'm not able to calculate right in the client side. i've search the issue in the simpleJWT, but i can't find anything. there is any solution for that?",Bug Help
183.0,Can't load into lessons,"Good day everyone. So, I have been using freecodecamp app seamlessly, for some time now. However, this morning, I tried to load a lesson, as I usually do, only to find that it just won't load. It kept loading indefinitely, and never brought up the actual lesson it's selfAm i the only one experinces this? And can someone pls tell me how I can fix it.",General Discussion
1038.0,regarding slicing of arrays,"function frankenSplice(arr1, arr2, n) { let array = arr2(); array.splice(n, 0, ...arr1); return array;}this was my original solution to creating an algorithm that accepts two arrays, inserts the first into the second at an index n, and returns it, WITHOUT modifying the original array - all the tests passed except the condition to not modify arr2 function frankenSplice(arr1, arr2, n) { let array = arr2.slice(); array.splice(n, 0, ...arr1); return array;}splicing arr2 somehow fixed it, i don't understand how - please help!",General Discussion
152.0,Learn Responsive Web Design by Building a Piano,Your second .key element should also have a class of black--key.,General Discussion
185.0,I am looking for a fellow programmer to learn Python and machine learning with.,"Hi Guys, Im new to this group and would love to partner up with someone who is also interested in Python and machine learning development. I know this group has some amazing people in it and learning publicly is what makes this group the best. I am getting back into programming after a mere 4 years and would love to explore the machine learning path. Any advice on where to start learning or even partnering up with someone to build cool projects with would be awesome.",General Discussion
678.0,Stuck on some code,"So in the image, this is step 56 in how to make a cat photo app. I just dunno what to do I have tried multiple things getting kinda frustrated can someone help?",Learning Question
283.0,how to update a variable thought a function which is in another function in js,"<script src=""test1.js"" type=""module""></script>    <script src=""test2.js"" type=""module""></script>File 1:import { b } from './test2.js';let x = 0function a() {    console.log(""inside a function"",x)}document.querySelector(""#one"").addEventListener(""click"", () => {    a()})document.querySelector(""#two"").addEventListener(""click"", () => {    b(x)})File 2:export function b(parameter) {    parameter++    console.log(""inside b function"", parameter)}This doens't updates the value of x how to make it update",Learning Question
631.0,Help with d3.js,,General Discussion
104.0,testing and developing a vanilla React Native app for iOS w/o a mac?,"Hi, anyone know of ways of testing and developing a vanilla React Native app for iOS w/o a mac?I'm looking for a workflow to avoid having to pay $900+ for a machine with barely 16GB ram to run a simulator. Any tips would be amazing!",General Discussion
343.0,Programming help,I am a entry level developer i need money or i need work how i can get money or work,General Discussion
820.0,So I'm confused that this works,"Step 10 of the Learn CSS Colors by Building a Set of Colored Markers module asks you to do the following:""Next, within the div, add another div element and give it a class of marker.""I would expect this to look like this:<div class=""container""> <div class=""marker""> </div>or this:<div class=""container""> </div> <div class=""marker""> </div>But no it's this:<div class=""container""> <div class=""marker""> </div> </div>Can anyone explain the need for the double closing tag?",Learning Question
24.0,Flight Search Application,"Hello everyone. I'm currently working on a Flight Search Application for school and having a few issues with the API connecting to my application and running tests to ensure the registration of usernames and passwords or collected and verified within the XML file. The application currently runs on Spring Boot in VS code. Below is the link to my Github repository and the two issues listed. Any help is appreciated. If you are familiary with APIs, I can also provide that information. Thank You!-Chris https://github.com/devpro012888/flightsearchapplication",Bug Help
396.0,ultimate tic tac toe with AI,What do you have so far AI-wise? Have you looked into how to implement minimax or seen if there's an existing library you can integrate?,Learning Question
1009.0,Can't solve this exercise on classes,"Task 1: Code a Person classCode a Person class, with three parameters in the constructor: name, age, and energy.Set the default parameters in the Person class as follows:name = ""Tom""age = 20energy = 100Code two methods in the Person class. Name those methods sleep() and doSomethingFun().The sleep() method should take the existing energy level and increase it by 10.The doSomethingFun() method should take the existing energy level and decrease it by 10.Task 2: Code a Worker classCode a sub-class, inheriting from the Person class, and name it Worker.The Worker class has two additional parameters in the constructor:xp (for ""experience points"")hourlyWage.These properties are set to the following default values:xp = 0hourlyWage = 10The Worker class has all the paramerters and methods of its super-class.Additionally, it has the goToWork() method, which, whenever it's run, increases the value of the xp property by 10.Task 3: Code a intern objectInside the intern function instantiate the Worker class to code a new intern object.The intern should have the following characteristics:name: Bobage: 21energy: 110xp: 0hourlyWage: 10Run the goToWork() method on the intern object. Then return the intern object.Task 4: Code a manager objectInside the manager function instantiate the Worker class to code a new manager object.The manager object should have the following characteristics:name: Aliceage: 30energy: 120xp: 100hourlyWage: 30Run the doSomethingFun() method on the manager object. Then return the manager object.",General Discussion
491.0,Aprenda CSS bsico creando un men de cafetera,Good afternoon!!! I'm doing the cafeteria menu project. I would like to write and execute the code in Visual Studio Core as I did in the first project but I get an error. How could I solve it?,Bug Help
170.0,output problem,"Hey !!Encountering the problem of not getting output of this python code in VS code terminal,kindly help .",Bug Help
304.0,which method is better for authentication,"i am building an app using mysql , next js , nodejs-express , socket io i am currently in the phase of authentication and registering users in my database with all of their info (email,username,password etc..) the question is do i just encrypt users password in my database when they register into my App or do i use an authentication solution , the registeration data will be sent to the express server where the insertion process will take place in my database when the user sign in i am planning to use jwt with cookies probably or do i use an authentication solution this is my first time building a fullstack app .",General Discussion
524.0,[Data Analysis Course] How to access database of exercises 2 of Pandas?,"The resources are located in this github link:https://github.com/ine-rmotr-curriculum/FreeCodeCamp-Pandas-Real-Life-Example/blob/master/Exercises_2.ipynbAnd database comes from here, but I don't find her (movies database): https://dev.mysql.com/doc/sakila/en/Thanks for your attention (modifi)",Learning Question
706.0,Overlapping elements,"Hi, I just finished the Survey Form challenge, meeting all the requirements.I am not satisfied with the result since there are 2 elements overlapping and I can't to seem to find a fix for it.In the attached scrrenshot you'll see a dropdown menu for favorite team. underneath it there is a radio input. The p element which shows the text "" Where are you from"" is missing, or rather being put behind the dropdown menu. Code is the following:https://controlc.com/3f09450cI'd appreciate your help in trying to fix this issue. I'm about to lose my mind. (modifi)",Bug Help
799.0,Primary difference between a button and a button with type=submit?,Currently at step 43 of (New) Responsive Web Design and the distinction is unclear to me.,General Discussion
4.0,How to find right type of element type,"Following is my code, it was fine when I looked for nextElement but now I am having error nextElementSibling but it is not in the list. why?const accordionHeader = document.querySelectorAll(""section"") as NodeList;const para = document.querySelectorAll(""section p"") as NodeList;accordionHeader.forEach((header)=>{    header.addEventListener(""click"", ()=>{      const paragraph = header.nextElementSibling as Element;      console.log(paragraph);      paragraph.nextElementSibling?.classList.toggle('hidden');    })})window.addEventListener(""DOMContentLoaded"", ()=>{  para.forEach((paragraph)=>{    const p = paragraph as HTMLParagraphElement    p.classList.add(""hidden"");  })})My html snipper      <header class=""head""></header>      <main>        <header>          <h1>FAQs</h1>        </header>        <section>          <h2>What is Frontend Mentor, and how will it help me?</h2>          <p>            Frontend Mentor offers realistic coding challenges to help            developers improve their frontend coding skills with projects in            HTML, CSS, and JavaScript. It's suitable for all levels and ideal            for portfolio building.          </p>        </section>",Bug Help
445.0,Need help in customizing Firefox browser UI with CSS,"Hi, I'm going to use some custom css configuration to style Firefox. I'm trying to figure out which key/variable I need to change order to tweak the start of the trigger for the showing the toolbar. As of now, it's showing the toolbar too early. I want the trigger to the north edge of the browser before the titlebar. Here is source:https://github.com/MrOtherGuy/firefox-csshacks/blob/master/chrome/autohide_toolbox.css (edited)",General Discussion
679.0,This counter-style css counter works properly but the w3c validator don't accept it,"the at counter-style rule allows you to create your own list styles.Only, this seems to cause a problem with w3c css validator. Why? This is well supported by browsers, and it makes counter-style property useless, if it is legitimateError message :Sorry! We found the following errors (1)URI : TextArea38         Value Error : content icone is not a content value : counter(step,icone) My code : https://jsfiddle.net/a8nLo4td/Validator : https://jigsaw.w3.org/css-validator/#validate_by_inputFor information : the MDN page of Content property:The value of a CSS counter, generally a number produced by computations defined by <counter-reset> and <counter-increment>properties. It can be displayed using either the counter() orcounters() function.The counter() function has two forms: 'counter(name)' or 'counter(name, style)'. The generated text is the value of theinnermost counter of the given name in scope at the givenpseudo-element. It is formatted in the specified <list-style-type>(decimal by default).And in w3c page of content property :Counters may be specified with two different functions: 'counter()' or 'counters()'. The former has two forms: 'counter(name)'or 'counter(name, style)'. The generated text is the value of theinnermost counter of the given name in scope at this pseudo-element;it is formatted in the indicated style ('decimal' by default). Thelatter function also has two forms: 'counters(name, string)' or'counters(name, string, style)'. The generated text is the value ofall counters with the given name in scope at this pseudo-element, fromoutermost to innermost separated by the specified string. The countersare rendered in the indicated style ('decimal' by default). See thesection on automatic counters and numberinghttps://developer.mozilla.org/en-US/docs/Web/CSS/contenthttps://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-content",Bug Help
213.0,"hi, i am trying to use pycharm to make an AI to recognize money value","was follow this tutorial: https://www.youtube.com/watch?v=evfFCGineso&t=1334s and while i tried to use colab the code train.py file it cause this error> i dunno what i do wrong, i did import the data file into google drive but for some reason it did not work. Here is the code: https://github.com/thangnch/MiAI_Money_Classify. thanks for your help",Bug Help
531.0,Converting form submission to object,"Hello I am working on a project that involves taking values from a form submission and converting them to an object (eventually I need to be able to store multiple objects/form submissions in an array). So far I have been able to convert the text fields into key/value pairs in an object, but I also have a checkbox that I want to produce a boolean value (checked=true / unchecked=false). Right now when the button is checked it outputs 'yes' and when it's not checked it doesn't include it in the object at all. What can I add to my code to make the checkbox return a boolean value?https://codepen.io/abigaildawson/pen/Vwqopbr",General Discussion
811.0,Hello~!,Fancy fancy forum posts!,General Discussion
131.0,Error when combining NodeJS and HTML,"So I was making a simple clicker game. Here is the code (simplified)<!DOCTYPE html><html lang=""en"">    <head>        <meta charset=""utf-8"">        <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">        <title>Clicker</title>    </head>    <body>        <span id=""click"">0</span>        <button onclick=""hi()"">Click</button>        <script src=""game.js""></script>    </body></html>JavaScript:const fs = require('node:fs');data = fs.readFileSync(""data.txt"",""utf-8"");let text=document.getElementById(""click"");text.innerHTML=data;let a = Number(text.innerText);function hi() {    a+=1;    text.innerHTML=a;    fs.writeFileSync(""data.txt"",a);}The data.txt file contain 1 integer.So I want that when I click the button, it will run the function hi(), but I cannot do that and the function got the error "" 'hi' is declared but its value is never read "". After removing the code one by one, I was able to figure out that the node js was causing this problem. When I remove it, the function works. And when I try to run the node js by itself (in visual code not by clicking the button in website) it also works, so I think it has to be both in the same code to cause this error. even if I delete all the other codes that involve nodejs and leave only the importing code (line 1), it still has that error.How can I make this work? (modifi)",Bug Help
780.0,Hosting for Web Development,"I'm a bit lost on the best ways to create/host websites I create. I'm currently familiar with HTML, CSS, JavaScript, and Python.What is your preferred program/website for the actual web development, and what hosting service do you recommend?",Learning Question
80.0,Flexbox navbar background-color issue,"Hey, I am trying to build a navbar, but I get an issue, with the background color, which goes by the items in the navbar. I know it has to do something with the flexbox, but is there any fix to it without using media queries?",Bug Help
766.0,Prototypes before ES6,"I don't fully understand the concept of prototype when creating ""classes"" using functions. So it turns ""class"" in to function so it can be called later?",General Discussion
280.0,redirect function not working in react router,"i am trying to redirect my user to the home page if they are logged in if they are not they will be redirected the loginPage but the redirection is not working and the page keeps loading i am using loader const router = createBrowserRouter([ { path: ""/"", loader: ({ request }) => { console.log(request) const user = { usern: ""ahmed"" } onAuthStateChanged(Auth, (user) => { if (user) { console.log(user) return redirect(""/home"") } else { console.log(""no user"") return redirect(""/LoginPage"") } }) return null }, errorElement: <RouteError />, children: [ { index: true, path: ""LoginPage"", errorElement: <RouteError />, element: <Provider store={store}> <AuthProvider> <LoginPage /> </AuthProvider> </Provider>, }, { path: ""RegistrationPage"", errorElement: <div>oops something went wrong</div>, element: <Provider store={store}> <RegistrationPage /> </Provider> }, { path: ""home"", element: <Provider store={store}> <AuthProvider> <App /> </AuthProvider> </Provider>, children: [ { index: true, element: <HomePage /> } , { index: true, path: ""SelectedCategory"", element: <SelectedCategory /> } ] }, ] }])",Bug Help
874.0,import a react library without builder,Let's say I want to include react-ace in my project via cdn and use the prebuilt version. How do I import it? Better yet: how do I figure out how it is exported? https://cdnjs.com/libraries/react-ace,General Discussion
153.0,React Native Mobile App Development Error,"Hi, I was watching the most recent video from FreeCodeCamp by codewith Lari and going through its explanation I came across alot of errors in my setup (Expo). Can anyone please help me? 3 days = same error The image that I'm attaching is because of me applying the router from expo guide and his explanation. Other than that there's alot of warnings such as Deprecated, Typescript version, etc. Please help",Bug Help
149.0,Perspective and image rotation problem on an HTML/JS canvas,"Hi all, I have a project in html, css and javascript where I need to superimpose a logo that the user imports on a background image (a carpet) by simulating a realistic perspective. I'd like the user to be able to upload an image that contains the overlay of the carpet with their logo. The problem: the uploaded image appears tilted or rotated incorrectly, and the CSS overlay effect is not visible, as if the perspective or transformation wasn't applied correctly. (This is the component on the right in the screenshot).What I did: I place the image on the carpet using a CSS/JS transformation to give the perspective and overlay effect.Once the logo is placed on the carpet, I use html2canvas to preview (on the right in the screenshot) and export the image.Thanks in advance for your help!Website: https://tapis-website-perso.vercel.app/",Bug Help
48.0,How to set React Environment in VS Code ?,i have a question that how can i set the react environment in vs code please guide me i follow the instruction of my mentor. He teaches me on the scrimber by i dont like to work on the scrimber. i am already working in vs code editor that is amazing and i am familiar with it. Please guide me to set up react Environment in vs code,Learning Question
635.0,Need help with Timestamp Microservice in NodeJS,"Hey guys! My timestamp microservice app that I wrote is functioning just fine converting the dates. The only problem that I am having is that the freeCodeCamp challenge sends me the message ""Waiting: Your project can handle dates that can be successfully parsed by new Date(date_string)"" . Here is my code: https://replit.com/@TheManticore/boilerplate-project-timestamp-1Since the project seems to be functioning ok, I am not entirely sure what is going wrong, and I would truly appreciate help with this issue! Thank you!",Bug Help
